"","t2_Ec_C.mzML","t0_Ec_C.mzML","t1_Ec_C.mzML","t0_Ec_3.mzML","t0_Ec_1.mzML","t1_Ec_2.mzML","t0_Ec_2.mzML","t3_Ec_1.mzML","t1_Ec_1.mzML","t3_Ec_3.mzML","t1_Ec_3.mzML","t2_Ec_1.mzML","t3_Ec_2.mzML","t4_Ec_3.mzML","t3_Ec_C.mzML","t4_Ec_2.mzML","t2_Ec_3.mzML","t2_Ec_2.mzML","t4_Ec_C.mzML","t5_Ec_1.mzML","t6_Ec_1.mzML","t4_Ec_1.mzML","t5_Ec_2.mzML","t5_Ec_C.mzML","t5_Ec_3.mzML","t6_Ec_2.mzML","t6_Ec_C.mzML","t6_Ec_3.mzML","t7_Ec_C.mzML","t8_Ec_2.mzML","t7_Ec_3.mzML","t7_Ec_1.mzML","t7_Ec_2.mzML","t8_Ec_3.mzML","t8_Ec_C.mzML","t9_Ec_C.mzML","t9_Ec_1.mzML","t8_Ec_1.mzML","t9_Ec_3.mzML","t9_Ec_2.mzML"
"981_362.12_1.925",3766,3766,3766,5303.38,6560.4404,10874.931,7435.7764,3766,8207.438,12954.166,9183.245,18712.553,3766,18353.285,14743.749,18561.275,15340.888,20334.508,18523.068,19810.656,21998.01,16994.89,20847.24,24294.367,23620.418,7820.867,30580.225,10536.04,21750.336,14725.714,19428.68,17684.41,20478.217,23688.633,27055.652,13789.739,12332.626,20711.307,22932.346,13475.383
"983_565.126_1.924",3766,3766,3766,9083.945,12552.143,8930.932,12878.164,3766,7020.9463,9176.803,13923.808,10659.301,3766,9905.459,15499.443,10832.824,13752.08,14929.441,11429.485,8907.102,14461.939,9635.02,10162.674,16685.223,16183.258,7102.857,18919.098,7387.575,13433.286,8852.677,7043.563,8709.337,6346.5903,13663.616,16300.749,7871.074,4551.8765,3766,3766,5466.328
"984_541.146_1.923",3766,3766,3766,4690.71,7918.8857,6367.1426,11311.523,3766,9786.559,10620.905,13258.804,9566.101,3766,14697.639,16874.77,17484.096,16646.68,16077.185,12065.697,15746.717,14524.851,12871.858,12209.971,18465.898,17609.934,7399.9087,22828.38,10338.217,9580.179,11988.12,15643.853,16698.398,15690.919,18954.85,20008.484,10839.461,13715.765,14714.976,17802.373,11735.512
"988_318.184_1.919",3766,3766,3766,19335.918,22155.977,8513.893,18815.133,3766,3838.5076,3766,3894.2205,8134.133,3766,3766,3766,3766,3766,8519.846,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,4092.0251,3766,3766,3766,4426.91,3766,3766,3766,3766,3766,3766,3766
"989_153.102_1.924",3766,3766,3766,10900.34,13986.233,5926.8228,15806.004,5865.286,8756.231,13013.94,13270.826,17373.625,3766,16240.28,16564.094,27284.236,13512.767,13054.775,9709.173,14425.995,14925.7,14698.392,18909.668,28967.105,31491.74,13759.058,33754.49,3766,23292.562,23461.686,17447.002,16473.016,19843.57,36803.15,39998.227,46067.477,30560.365,20841.035,33105.71,34249.37
"990_652.366_1.932",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"991_215.117_1.907",3766,3766,3766,12819.147,32849.367,37444.812,47105.65,30748.047,36321.473,40623.79,39647.05,45793.59,19613.857,50862.574,40920.457,64675.3,49215.27,46210.97,41732.883,52979.734,49747.516,39182.58,61203.004,33176.125,52341.22,42576.895,58253.523,48435.582,989709.44,1968302,126004.96,152058.78,162000.05,1605872.6,3206378.2,4670984.5,4579373.5,1789767.5,3575647.5,3605723.5
"992_521.154_1.908",3766,3766,3766,3766,3766,3766,3766,3766,3766,6406.4775,10670.242,8146.6724,3766,4090.5974,5429.2935,8872.483,3838.2095,11209.887,5021.7466,3766,6239.854,6410.1016,4436.9336,3766,5496.897,3766,8775.126,4013.178,3766,3766,3773.7856,4591.1255,3766,4217.5776,6477.3823,3766,3892.0317,3766,5468.101,3766
"993_252.086_1.917",3766,3766,3766,4957.394,3766,8487.473,3766,5203.7256,6579.5894,12428.966,3889.5154,8657.58,10159.26,11062.266,10317.391,10523.059,7859.035,4777.3765,10527.168,5077.6455,31362.637,17129.996,12138.041,21604.953,13772.839,9751.802,33960.387,12928.2295,4344.393,12973.115,12114.805,8125.2617,10557.272,17548.26,4797.9355,14474.896,11689.918,8888.368,3766,13389.437
"996_223.144_1.932",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"997_266.186_1.936",3766,3766,3766,66876.555,48094.918,64401.27,72538.234,49753.43,55846.496,102440.98,57911.02,75613.195,33585.336,91618.36,99137.01,88698.29,93076.24,90004.63,96938.28,91619.75,107915.26,86713.836,97018.26,91398.2,101580.26,85798.3,102820.84,80840.46,77741.01,94707.07,93709.5,82678.836,100767.586,97448.98,102536.96,86323.76,88080.91,90652.5,99429.98,97672.96
"1000_310.116_1.954",3766,3766,3766,27959.727,28338.064,16251.185,26872.035,14672.937,30481.885,38739.88,17724.17,39579.664,6019.2295,26152.234,42865.56,44786.02,40846.16,39638.184,41067.992,46918.754,48775.35,39189.48,46392.6,43445.957,47185.586,40277.562,51057.14,39760.848,21937.049,24320.27,28689.68,19913.799,26204.389,31830.852,31960.145,44162.945,45887.344,24884.744,48629.715,47915.09
"1002_213.102_1.957",3766,3766,3766,36403.504,23140.115,39041.598,31353.143,9578.706,43572.023,256039.81,26119.28,33534.156,10119.688,250385.84,58734.57,191834.11,48804.98,38547.48,49252.438,205823.73,426089.97,106896.414,347714.1,58442.77,415678.4,540797.56,139920.11,623250.6,120881.86,174444.6,67247.766,70794.39,74729.97,141330.52,439662.84,680081.2,63760.156,141299.27,47850.52,58117.72
"1003_288.134_1.96",3766,3766,3766,183830.55,189353.17,185371.89,187986.73,108080.12,179460.72,183381.75,187056.52,190439.22,78745.2,189001,189259.3,190180.05,194909.02,194753.3,183491.22,189523.78,195379.72,179363.14,191253.2,185871.78,191241.1,170930.66,199547.98,178164.55,179783.22,196001.84,181680.38,179636.75,183652.34,191819.75,193859.12,181200.1,193518.89,188137.69,206241.05,200299.64
"1004_210.112_1.949",3766,3766,3766,25813.941,25371.652,25263.816,20215.28,17444.969,23394.055,32217.295,25628.092,22500.416,5172.7954,14196.16,28806.338,26976.285,13500.14,25990.594,18968.473,33739.76,23697.186,17614.244,29865.71,19550.006,31968.87,25960.008,26908.762,30224.916,21427.318,24999.535,24396.076,17823.178,26503.393,12531.43,17297.629,19224.95,20796.047,19512.393,18130.629,23816.785
"1006_560.293_1.964",3766,3766,3766,3766,6234.5435,3766,3766,3766,17142.535,3766,3766,3766,3766,3787.8862,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,36318.273,3766,26966.76,3766,50104.93,3766,3766,6043.3643,3766,3766,3766,3766,4021.6204,3766,3766,3766
"1007_361.223_1.963",3766,3766,3766,7498.2188,8247.121,5583.7593,7644.5967,3766,5114.9956,3766,5417.4897,3766,3766,3766,3766,3766,3766,3870.426,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"1011_215.085_1.967",3766,3766,3766,8424.801,8220.902,10731.8545,9477.778,4212.4507,12995.273,13542.057,12045.008,13666.572,3766,10419.854,13638.635,13925.415,11567.735,12283.981,13553.512,10363.052,12779.258,12822.131,14443.336,14035.599,14198.04,7955.9194,16819.566,6644.145,15337.1045,22338.4,12667.379,13220.579,13464.179,20001.666,15268.26,27328.951,29730.43,20311.06,29302.283,27534.809
"1013_303.134_1.984",3766,3766,3766,21249.635,23574.947,24891.754,24783.373,14117.514,25954.78,23434.895,24030.621,26344.645,10469.287,24197.393,24976.47,24271.406,25381.395,26740.77,24572.871,23949.81,22931.87,23789.697,23767.158,24543.605,24107.594,21138.19,23819.27,24901.049,27560.846,27334.666,23408.83,25482.355,26584.525,28105.936,28058.916,23465.648,25740.934,25649.531,29729.033,26293.723
"1014_217.134_1.988",3766,3766,3766,104164.18,112458.73,111511.53,116658.67,70556.74,106349.93,144694.23,107081.36,137224.72,55451.63,150318.58,135796.77,142594.31,139721.44,149745.44,136978.67,168034.77,165109.84,146821.72,164538.97,139006.53,178930.2,124507.57,172099,143512.4,135348.06,147405.12,148396.19,141573.58,147840,167067.34,149665.78,147103.95,172984.62,151903.8,180472.05,168503.47
"1015_218.137_1.988",3766,3766,3766,8363.987,8471.444,8323.77,8523.642,4442.7085,8939.101,11432.273,7766.012,11234.911,3766,12185.227,11374.94,12669.522,10895.507,11438.686,10894.283,14595.901,15054.165,11210.456,13671.324,10946.248,15429.901,11431.09,15494.854,11422.637,12253.914,14758.588,12202.979,14200.908,13382.439,16195.197,14780.444,12357.426,15485.035,12205.245,20036.133,16584.99
"1018_226.097_1.992",3766,3766,3766,10235.442,11340.344,11254.453,7271.069,5015.6343,10984.81,9393.139,15447.8545,11110.059,3766,10097.23,11363.005,10918.041,10561.069,10319.673,9403.191,9128.08,6610.2524,9990.258,8098.1816,7203.341,8975.684,7026.4336,7785.195,7981.6313,8304.484,13326.611,11316.6,11250.35,11510.232,14193.453,10733.395,8150.5244,13434.312,13265.726,13701.45,12661.833
"1019_301.154_1.991",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,41419.96,70142.16,67052.414,75263.63,74446.69,89347.91,31228.615,13099.231,35548.875,67254.42,44731.94,36732.5
"1021_177.139_2",3766,3766,3766,3766,3766,3766,3766,3766,3766,3798.5225,3766,3766,3766,4937.6206,3766,5862.6353,3766,3942.3506,3766,5793.065,6902.178,3766,5517.298,5856.0195,8441.02,5864.509,10900.528,4690.5854,10091.9375,11593.085,8752.4795,8978.3125,9066.589,10781.883,11086.835,10360.43,6708.0005,8653.67,11488.606,11471.71
"1023_241.155_2.009",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,10873.395,3766,3766,3766,9127.159,13885.843,17115.482,19056.178,10157.916,16167.23,16488.65
"1024_161.071_2.002",3766,3766,3766,5635.1167,5739.2905,5934.534,4929.943,3766,4433.299,11802.392,5762.682,19319.42,3766,13459.564,14503.941,15527.712,19533.59,18869.002,14477.08,14476.241,13507.226,12020.085,16331.315,14047.327,14567.537,10968.19,17604.398,11367.079,46504.434,28324.34,18246.426,21339.979,22536.002,24225.154,57815.945,62897.137,32226.486,26993.98,32845.445,34390.05
"1025_272.127_2.009",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,4127.4277,12159.401,3766,3766,3766,10596.583,5567.5317,3766,8123.765,9935.544,10319.553,8100.4575
"1026_183.113_2.013",3766,3766,3766,308721.62,315878.44,319701.8,314221.3,189856.28,315055.97,328273.6,336376.47,351237.3,141068.03,349975.47,347914.3,352721.5,353595.4,361616,350816.97,353455.97,355252.97,337067.3,351866.78,340004.16,352451.8,299458.47,395881.88,311030.62,321158.8,358261.72,321486.1,322197.3,332955.62,355646.66,375939.06,347946.1,366048.25,340386.66,384520.34,379752.75
"1027_155.118_2.013",3766,3766,3766,91047.79,93026.695,94309.234,92909.01,54048.152,91659.26,93613.52,98510.26,101122.445,40566.688,104939.31,103355.28,101223.25,103241.81,105172.74,101420.695,103407.516,102162.29,96810.4,103759.17,99860.53,101780.37,84782.914,115532.37,89398.92,95642.59,107227.13,92894.83,93855.555,96462.87,105328.2,112479.54,104456.38,115027.44,100089.21,115508.305,116416.02
"1030_323.136_2",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,8812.737,5890.134,6201.5083,6635.039,9868.878,3766,3766,5476.619,7564.25,7804.525,5437.544
"1031_273.081_2.017",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,16177.975,10447.891,3766,17760.836,15535.326
"1032_186.053_2.021",3766,3766,3766,11729.885,10670.414,15413.594,10497.186,4578.8315,14460.422,12690.458,18882.252,17371.777,3766,13878.053,19156.06,13938.909,17579.457,16819.027,14661.847,13509.509,12187.95,11298.193,12355.34,13346.031,11646.289,5044.4873,11643.64,3971.3977,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"1033_237.16_2.017",3766,3766,3766,41806.01,43041.6,36644.258,39623.574,8172.1846,35837.176,8602.86,42156.215,26234.498,8058.6357,8618.358,19682.158,12997.624,28738.453,24734.682,17384.842,7132.3096,5278.609,15608.042,6421.3574,7559.049,8922.223,4649.2236,4691.8413,5778.2974,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"1035_164.071_2.022",3766,3766,3766,289214.44,324356.78,285653.1,294658.72,113769.19,277707.28,134188.2,319630.78,234488.77,83682.2,122651.73,183254.88,122559.45,223072.12,222175.8,143929.03,105694.945,89640.5,130617.26,94171.93,110295.61,95289.05,74418.336,87785.95,79528.65,20768.602,12969.453,20292.406,19727.428,18784.77,11967.543,14679.008,7022.684,6854.113,11411.827,9576.508,4437.2803
"1037_316.129_2.025",3766,3766,3766,4565.3506,5172.6123,3934.7056,5175.484,3766,4048.9153,3766,4490.798,5116.302,3766,4871.641,4154.5737,4342.824,5993.753,5099.097,3766,4722.1675,4916.445,3897.8376,4168.474,3851.4155,8511.658,3939.2761,4276.368,4132.5786,3766,4304.23,3933.555,3766,3885.9614,5186.9927,4814.1943,6616.338,4039.3015,3766,9598.051,4734.294
"1038_167.118_2.031",3766,3766,3766,20058.354,20393.998,27476.328,22293.912,10074.449,22713.684,15393.077,27181.783,23142.117,3766,22777.922,32099.768,23560.125,22616.729,32306.695,32719.936,32847.676,29354.938,17109.988,29286.285,30095.404,31362.695,17386.645,42840.336,16008.004,35758.453,37821.7,33052.414,27952.162,40804.645,27007.826,26516.473,28220.748,30685.486,27563.766,24760.553,28362.39
"1039_157.097_2.034",3766,3766,3766,162310.66,166009.83,169414.17,160174.38,100233.61,168314.33,178419,177825.12,184050.14,73841.266,191047,185353.77,193003.58,180948.02,183892.31,185547.2,194929.6,188251.94,181765.42,194296.27,178216.61,189713.55,145761.08,207122.34,158019.53,163703.1,191245.31,173350.11,171201.03,179888.1,192015.42,193123.19,181921.66,190716.62,183406.11,198265.83,195186.39
"1040_301.118_2.035",3766,3766,3766,235812.7,248640.97,223473.75,252169.69,113235.02,223118.36,173931.23,230189.7,219966.94,91421.5,163821.5,182475.1,177283.33,196150.84,224621.64,170134.58,90264.414,139952.92,154407.97,157259.05,157325.9,156354.52,165666.88,160602.94,181349.47,183534,160342.14,169902.31,177764.94,191593.02,162936.83,162065.11,111979.055,124382.39,153651.14,114947.39,132945.4
"1043_501.219_2.064",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,14424.514,3766,6970.7734,3766,19159.97,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"1044_328.223_2.007",3766,3766,3766,3766,3766,3766,3766,9163.81,3766,3766,3766,3766,8015.264,22115.93,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,63300.305,9747.651,20598.537,3766,45971.926,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"1045_235.144_2.049",3766,3766,3766,19076.084,19331.693,18524.596,13375.459,6805.7427,18753.898,19555.947,12497.492,13613.448,3766,15708.833,19172.404,14009.104,13641.361,20872.863,13190.27,14566.978,15032.841,11405.225,13568.528,20210.26,20019.006,13703.424,23889.535,19458.277,13703.185,24450.068,20740.732,20051.8,21894.959,24687.01,35826.625,87247.625,50658.7,20531.766,53150.773,60702.26
"1047_268.145_2.053",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,86688.44,188118,159702.92,165361.92,200908.06,3766,3766,58671.26,133317.17,86185.055,34922.367
"1048_269.148_2.055",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,11873.886,24761.86,20024.654,14462.425,16301.935,3766,3766,3766,8330.458,5095.604,3766
"1049_207.113_2.055",3766,3766,3766,36667.832,37873.613,37076.168,38277.074,21422.877,35727.465,37315.9,38612.176,38396.24,15620.75,38487.996,38474.227,40966.17,39593.89,40490.703,39610.65,39918.926,41017.664,39111.23,39119.145,38662.32,40659.94,36355.89,44239.56,38208.836,37856.188,42961.605,39783.504,37468.234,41158.793,41238.35,42774.266,40255.11,42630.08,40777.31,44409.777,45449.68
"1050_337.679_2.055",3766,3766,3766,4209.607,14213.491,3766,3766,3766,38001.855,3766,3766,3766,3766,5968.664,10977.345,3766,3766,3766,5677.756,3766,3766,3766,3766,3766,28518.154,3766,40112.81,3766,83214.51,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"1051_298.118_2.059",3766,3766,3766,80496.53,69552.71,87030.81,75153.17,65438.863,86349.06,107611.62,86335.69,93991.83,53992.57,111229.91,79749.87,114689.52,102104.32,102281.11,43760.32,103211.414,103041.29,103826.93,112314.89,10013.171,111066.44,97533.836,9311.681,103024.19,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"1052_361.244_2.058",3766,3766,3766,19528.555,33562,14239.573,31864.195,3766,11219.068,3766,12364.095,10928.249,3766,3766,4890.519,4277.0884,8636.267,6793.499,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"1054_310.137_2.116",3766,3766,3766,9662.814,6262.035,16320.262,4418.84,17234.697,17069.121,20153.307,14097.476,8725.402,7113.3022,13934.862,26922.13,27990.438,24573.602,18944.826,26919.17,40250.867,22538.053,46084.297,27283.072,32831.855,32862.035,17564.918,39660.867,38557.977,8428.014,6423.5874,5186.3433,3929.0576,9920.282,7939.853,3766,8434.414,6283.9634,8385.203,6627.676,3766
"1055_258.124_2.066",3766,3766,3766,210401.66,212100.66,212283.23,213329.89,122294.78,206812.53,214125.31,217271.5,222800.69,89735.516,222353.89,223390.03,222377.86,223120.28,227889.98,221041.83,225921.61,223902.78,212253.03,224152.22,210603.66,227399.67,195003.11,245393.1,205827.69,206320.11,231292.25,206767.84,208851.05,215210.19,225812.88,235952.31,226936.9,239918.84,218051.1,253887.84,249932.36
"1056_280.106_2.067",3766,3766,3766,15326.36,11114.933,19238.23,14567.167,9589.106,16167.358,25278.658,20021.05,23290.473,3947.3281,28582.605,26788.715,28444.117,23770.8,24368.93,29044.496,31811.07,32122.861,26894.057,31506.387,28817.145,29321.61,25214.953,34299.77,24135.406,21462.535,30635.256,24361.967,23312.42,26237.236,29751.11,30478.588,31438.207,34380.344,28249.275,36034.363,34998.684
"1057_674.351_2.057",3766,3766,3766,3766,4405.689,3766,3766,3766,12557.756,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,8463.26,3766,12039.926,3766,25305.281,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"1058_219.113_2.07",3766,3766,3766,749790.06,760703.2,774496.9,760881.8,476113.47,753055.5,806867.56,809526.4,834693.06,359179.72,838543.5,844390.8,856662.3,841570.56,849985.75,832359.56,863821.1,869347.2,806926,868312.2,822245.06,874572.56,745089.25,920808.94,785878.8,790644.3,889445.25,824640.06,806638.7,842533.9,877947.8,900395,871451.6,898524,852104.56,954588.6,930089.6
"1059_266.186_2.071",3766,3766,3766,79305.01,85908.03,87897.72,85284.9,68133.016,85661.48,108220.805,82608.375,102503.57,52902.367,121019.3,103181.37,116783.39,104066.664,108449.45,109730.79,120595.82,122994.82,103156.94,120264.17,109318.586,128926.23,95448.62,126973.586,102958.16,106912.836,120215.586,106184.73,107117.625,105476.65,126516.76,120301.945,114750.41,127155.31,112329,147126.36,133236.9
"1060_191.118_2.07",3766,3766,3766,12131.068,13256.904,13305.236,12939.828,5087.321,11977.321,13775.583,14214.835,14200.794,3766,13739.764,13751.614,14034.351,13253.769,14080.284,14164.333,14616.663,14914.871,13483.232,14957.2,13494.775,13598.615,11719.069,15772.701,13031.155,13310.482,14894.271,13937.78,13056.091,14415.182,15172.469,15583.789,15140.414,15278.994,14675.6,16485.328,15776.461
"1061_235.144_2.05",3766,3766,3766,19076.084,14127.846,14038.41,19162.35,6805.7427,13230.862,14706.084,12497.492,19974.893,3766,15708.833,14506.068,14224.013,20205.559,15317.459,13190.27,14783.665,21491.758,11405.225,15543.363,16341.446,20019.006,13703.424,18706.873,14942.139,14754.416,18676.53,15621.264,16391.56,16280.477,21189.525,23298.033,64047.035,41261.047,17306.732,40265.203,41020.945
"1062_415.188_2.077",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"1063_208.097_2.077",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"1064_525.269_2.09",3766,3766,3766,3766,7775.6353,3766,3766,3766,16039.461,3766,3766,3766,3766,8806.931,4784.2603,3766,3766,3766,3766,3766,3766,3766,3766,3766,28524.32,3766,19590.031,3766,33600.348,3766,3766,6226.7656,3766,3766,3766,3766,5181.1045,3766,4437.8516,3766
"1065_201.123_2.075",3766,3766,3766,8335.977,6337.4644,8406.83,8205.246,4577.434,13236.625,3766,12879.246,10403.408,3766,3766,14048.121,17811.412,11453.735,14434.72,18546.54,12424.7295,9513.198,16179.871,15913.271,12690.78,14557.606,10995.951,22817.525,12772.515,9468.434,12152.887,12814.98,9190.518,13743.186,8181.387,8910.211,3766,10072.094,4555.7905,9643.107,9603.622
"1066_443.711_2.062",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,11122.673,3766,5875.1304,3766,15094.128,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"1067_220.116_2.07",3766,3766,3766,94636.42,95132.88,96651.57,97483.38,59729.305,96164.44,101782.516,100746.195,104847.484,44280.855,107093.11,106780.08,108394.8,105763.875,107617.31,105193.74,108719.22,109874.516,101446.984,106952.01,101973.35,110351.75,92711.16,116667.62,98821.56,100555.984,111652.64,104009.01,101083.98,104947.5,110630.79,113975.555,110281.06,114194.58,108276.06,120639.375,116708.82
"1068_306.239_2.078",3766,3766,3766,25065.746,26549.184,27035.453,26673.355,13204.491,26553.16,22261.793,27897.322,27315.44,9791.02,24639.773,24806.842,22712.732,27963.922,26777.83,24248.473,23376.945,21961.803,23413.705,24080.756,22443.281,23251.32,19766.197,24316.734,19593.695,13906.575,11378.35,11737.581,12994.813,13576.754,11390.424,12718.144,9079.1455,8362.533,11153.855,9102.1045,8387.353
"1069_223.106_2.14",3766,3766,3766,10846.899,20966.69,3766,7205.5444,8856.153,3766,20393.406,30040.637,44595.367,7739.302,3986.5054,29125.088,51631.543,33098.953,39507.25,13959.927,23199.738,52841.883,38593.438,9273.22,66145.48,58939.32,26233.998,62356.234,9264.457,4470.67,7423.507,22277.965,25040.658,28799.836,19297.076,11902.778,4777.1504,14721.096,16638.32,3766,9618.277
"1070_243.134_2.076",3766,3766,3766,11093.209,16561.379,3946.8687,6246.744,6803.4316,23056.64,3766,10723.043,3766,3977.2896,14530.975,12412.932,3766,7138.9844,3766,7651.869,3766,3766,3766,3766,3869.578,31778.375,6894.76,28280.96,3766,42967.9,3766,3766,15938.406,3766,3766,3766,3766,15251.327,3766,7098.7017,10757.631
"1072_268.108_2.079",3766,3766,3766,16533.844,12040.579,16864.545,17871.697,5629.6934,15092.48,17007.56,16121.14,15257.332,4190.927,14817.596,14399.639,22666.43,17620.666,16368.273,11064.794,20295.006,20414.244,16125.722,20021.75,8644.302,20232.502,14322.193,3766,16452.408,3766,3766,3766,3766,3766,4954.5415,3766,3766,3766,3766,3766,3766
"1074_255.132_2.081",3766,3766,3766,16399.229,15861.673,21494.723,16803.908,13556.043,21030.873,26533.857,22719.969,26551.615,9033.317,31082.977,30887.818,31946.348,27668.314,27989.074,31758.322,35515.418,35222.195,29445.426,35556.59,33216.656,35297.16,24605.314,42033.94,22990.904,18093.38,16752.797,15602.036,17616.914,19305.176,17579.465,17905.518,16024.13,15746.723,15451.6875,15336.054,15705.992
"1078_231.149_2.153",3766,3766,3766,4538.4746,6898.3228,3766,3766,3766,7628.3345,3766,3766,9615.735,8945.914,18092.83,12135.569,35203.305,27823.78,3766,7550.0977,24047.457,22018.613,40713.42,23772.352,39509.176,41884.086,43188.52,49300.75,20527.645,59528.137,65481.645,9244.053,54598.94,53747.105,33772.32,57049.785,32357.906,22375.354,31662.748,57451.88,35787.59
"1081_247.144_2.151",3766,3766,3766,12279.493,32607.734,9514.41,17637.861,16720.459,35841.21,21360.748,5609.4473,6714.884,8867.449,9225.82,16816.857,8591.274,32409.186,9847.928,65125.684,70880.06,35468.633,20441.92,6770.6797,20011.605,16510.373,21333.5,23347.66,11473.264,17540.21,17146.143,18607.076,20100.902,20714.537,24229.037,23412.424,21580.67,23982.209,19515.287,23497.28,19893.635
"1082_285.121_2.099",3766,3766,3766,11464.137,6885.8237,11185.011,11622.886,5962.4614,11747.306,14139.582,11547.561,15726.973,3766,16587.518,16453.477,15704.816,8658.762,13334.595,15695.014,16096.089,15677.231,14771,13383.569,15343.234,16608.34,14170.13,14147.566,14547.27,5141.867,5623.548,6689.9224,6690.329,4529.873,6800.6265,3766,3958.6958,5485.238,4090.8425,7297.5527,4878.77
"1083_263.139_2.098",3766,3766,3766,961098.6,977117.06,972753.44,988679.56,580624.2,952855.2,1007325.56,1034703.94,1041738.94,428935.84,1039674.56,1056350.8,1047388.94,1060659.8,1062839.8,1035722,1069605.5,1067465.8,990857.4,1067758.1,1006298.94,1084386.5,899282.7,1159281.9,953501.7,957496.56,1074660.6,972138.1,983942.7,1008646.8,1056538.5,1083126.4,1037372.2,1064405.1,1009048.9,1138725,1112610.5
"1084_273.123_2.098",3766,3766,3766,79582.414,72495.26,81227.4,73527.02,55219.297,78376.96,90573.69,90553.83,90550.42,39836.953,94068.805,91457.984,95874.07,91452.28,90356.06,80355.46,95821.71,90233.836,91256.984,92495.55,73948.76,93954.91,86010.32,78199.65,94367.484,79591.97,97875.266,79184.805,83131.73,88389.195,92711.8,96982.95,95043.84,101610.336,90749.27,101687.8,104443.34
"1088_266.121_2.1",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,28115.537,111038.67,56054.914,44750.484,56150.84,96742.74,73845.56,77985.56,135322.58,102099.305,144168.72,154098.06
