"","t2_Ec_C.mzML","t0_Ec_C.mzML","t1_Ec_C.mzML","t0_Ec_3.mzML","t0_Ec_1.mzML","t1_Ec_2.mzML","t0_Ec_2.mzML","t3_Ec_1.mzML","t1_Ec_1.mzML","t3_Ec_3.mzML","t1_Ec_3.mzML","t2_Ec_1.mzML","t3_Ec_2.mzML","t4_Ec_3.mzML","t3_Ec_C.mzML","t4_Ec_2.mzML","t2_Ec_3.mzML","t2_Ec_2.mzML","t4_Ec_C.mzML","t5_Ec_1.mzML","t6_Ec_1.mzML","t4_Ec_1.mzML","t5_Ec_2.mzML","t5_Ec_C.mzML","t5_Ec_3.mzML","t6_Ec_2.mzML","t6_Ec_C.mzML","t6_Ec_3.mzML","t7_Ec_C.mzML","t8_Ec_2.mzML","t7_Ec_3.mzML","t7_Ec_1.mzML","t7_Ec_2.mzML","t8_Ec_3.mzML","t8_Ec_C.mzML","t9_Ec_C.mzML","t9_Ec_1.mzML","t8_Ec_1.mzML","t9_Ec_3.mzML","t9_Ec_2.mzML"
"1091_385.244_2.107",3766,3766,3766,46238.273,63028.58,15431.314,18077.703,22103.832,124119.47,3766,25975.344,7949.212,20204.719,25558.973,35630.43,3766,23934.156,12203.118,16203.578,3766,3766,3766,3766,3766,47944.9,8677.997,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"1099_332.072_2.11",3766,3766,3766,21000.48,23169.795,21712.475,21232.355,12822.111,19591.162,19704.9,22617.871,21684.186,9533.312,20068.596,20448.59,18727.719,20017.506,21819.992,20016.36,19245.045,18851.496,18176.844,18713.83,18080.453,17139.516,12795.005,20400.7,13624.837,12878.772,13202.781,12183.725,12600.975,12840.344,13572.104,14232.319,12747.057,10465.115,13576.743,10739.098,12231.312
"1100_324.064_2.112",3766,3766,3766,14909.86,15703.881,13846.096,16612.723,7920.4116,14930.246,15003.908,13181.238,14709.999,3766,15396.062,14440.983,15220.718,13923.611,14151.114,15238.155,15106.391,13893.2705,14245.705,14490.295,14904.466,14252.897,11513.421,16859.477,8451.793,10741.863,10197.006,6170.507,9443.881,10368.535,11620.635,13595.785,10524.115,11113.421,6499.0806,10464.473,11611.605
"1101_304.077_2.111",3766,3766,3766,14155.809,15372.377,14855.188,14837.276,6421.2476,13915.558,13984.016,15277.178,15284.945,6122.713,14695.425,14738.075,13753.824,14693.444,15530.327,14230.103,15782.059,12814.462,13923.777,14604.563,13501.276,13004.768,9031.158,15274.358,9707.871,9510.584,7084.6562,9962.932,3766,7162.8423,9326.754,9999.887,6632.09,8662.9,9479.783,9682.845,9416.684
"1102_548.749_2.104",3766,3766,3766,3766,3766,3766,3766,3766,3975.527,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,16885.16,3766,12458.402,3766,20817.754,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"1104_155.118_2.112",3766,3766,3766,1081346.2,1101216.8,1112387.8,1102117.1,660282.25,1099524.8,1128905,1179748.1,1236082.6,503811.62,1192804.2,1213777.8,1180307.5,1208379.1,1228841,1184053.1,1200602.5,1175343.5,1117136.5,1191830.8,1163963.1,1189714.9,1020865.2,1357332.5,1062186.1,1057913,1107377,1001579.94,1031119.3,1062980.9,1076448.9,1161363.6,1015247,1050264.2,1039863.5,1103572.1,1083012
"1106_183.113_2.113",3766,3766,3766,2400519.8,2406780,2445700.8,2435108,1468371.5,2405651.5,2468531.8,2580966.8,2720160.8,1115676.8,2587275.8,2635886.5,2578003.2,2669493.8,2713183,2629074.8,2642107.8,2593478.5,2457943.5,2626110.2,2562009,2651270.5,2284693.5,2988524,2374314.5,2335018,2431587.8,2186728.2,2281346.2,2328394,2351799,2525288.2,2229718.2,2309798.5,2290447.2,2392826.8,2389283.5
"1107_261.123_2.105",45528.52,41303.465,32087.549,101283.09,94062.47,103234.04,92328.29,88131.586,104187.945,97210.48,95188.59,105481.08,56937.438,110605.99,80867.92,79383.25,97410.82,94485.484,124500.25,91815.03,155656.34,141509.77,107707.14,106799.74,92098.336,86266.695,88647.09,90101,75473.65,129417.32,116614.5,91583.28,121255.01,115918.12,99874.86,120346.67,117897.01,118216.49,128207.984,129884.92
"1113_473.151_2.111",3766,3766,3766,9119.487,11191.202,10727.354,10091.252,3766,10037.157,8947.708,10122.66,10391.744,3766,9070.637,10747.305,9093.047,10637.666,10218.175,9370.415,9388.162,8374.461,9051.003,9213.84,9041.834,9965.181,4208.2554,10908.632,5100.1265,5969.8315,5084.2363,4852.181,4155.3687,5015.68,4906.184,5428.3643,3766,3766,3766,4943.2593,3881.626
"1119_243.113_2.116",3766,3766,3766,29154.047,30137.26,28483.354,29551.828,16420.11,29213.72,28649.174,31737.465,31943.543,12908.872,32901.918,32594.877,34433.223,32365.162,31997.268,33175.734,33941.66,33632.734,32276.71,31690.475,31775.793,34217.9,27535.133,37416.395,30025.672,29818.176,36558.293,31724.643,32670.28,33057.535,37571.113,37629.996,44849.105,35742.305,33508.04,38768.652,39905.848
"1120_215.117_2.107",3766,3766,3766,8789.964,11432.851,15337.242,14468.007,6249.157,15932.907,22897.05,18634.709,26193.256,7418.263,36846.28,27846.512,33994.71,24456.4,25856.75,31723.016,33509.68,40295.773,28282.268,36864.66,29631.78,38602.363,3766,32964.54,21650.996,46389.117,75576.76,9397.092,24224.53,24503.502,34860.73,96091.72,36400.945,134212.25,67599.36,13670.675,111606.46
"1121_455.214_2.117",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,10859.625,3766,4299.1553,3766,14516.362,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"1123_306.113_2.142",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,21916.295,3766,3766,4609.332,22039.22,13198.512,3766,29627.336,18765.797,34789.027,36140.156
"1127_284.132_2.151",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,304108.12,674168.5,513027,402719.2,450826,603419.1,533179.3,431741.28,750987.94,651470.2,760588.06,825799.8
"1128_176.071_2.147",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"1131_310.137_2.138",3766,3766,3766,9662.814,7735.779,17720.82,10423.983,17287.209,16180.19,23927.63,14097.476,21946.775,7113.3022,13934.862,25345.197,26218.281,19132.367,25577.607,25123.852,40396.57,28367.703,29453.93,7365.4697,27920.773,27847.244,20058.287,32043.113,33174.8,4055.2168,4579.8164,13588.316,15865.658,12630.998,15504.724,3766,10522.075,7262.8228,10880.201,10026.296,4311.871
"1133_187.087_2.123",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,4019.1785,3766,3766,3766,3766,3766,3766,4369.339,3939.6667,5017.085,3766,5657.0957,3766,3766,5189.94,60308.336,47864.035,14303.263,14241.035,14952.021,44665.414,177024.95,320380.22,147986.34,37053.19,130629.53,160410.02
"1137_216.113_2.149",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,42356.445,31441.734,3766,3766,3766,20299.617,72446.875,3766,26532.115,5310.8384,35374.754,26118.818
"1139_585.324_2.128",3766,3766,3766,3766,3766,3766,3766,3766,10020.932,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,23281.74,3766,5232.27,3766,30195.227,3766,3766,6673.9624,3766,3766,3766,3766,3766,3766,3766,3766
"1140_189.066_2.133",3766,3766,3766,10604.536,9632.563,9613.303,10128.143,3766,6038.841,7829.8823,9088.562,6854.58,3766,3766,9321.266,5850.5474,10592.652,10821.229,9050.152,6714.3633,6871.057,8192.432,8250.842,5305.297,8164.4834,7525.5195,8683.71,8342.601,6064.8057,7658.8584,6233.3345,9145.185,8666.425,8850.309,3766,9850.124,11516.351,9660.43,10565.427,10922.546
"1143_277.154_2.139",3766,3766,3766,545773.44,566781.5,546714.06,560229.2,337711.22,541376.5,570697.7,582824.44,608407.6,250407.78,599545,599064.44,599886.7,598352.44,604539.5,586264.44,600633.5,601990.06,564007.25,604335.56,572450.1,600496.56,514761.4,671215.5,545896.75,547524.5,607939.06,540968.3,551436.3,575730.1,600987.8,611836.3,581110.6,600031.9,567881.5,630281.75,610016.25
"1144_343.129_2.146",3766,3766,3766,3766,3766,3766,3766,6983.537,3766,8111.863,3766,4630.7656,3766,14092.737,19809.06,15329.317,5682.0884,8688.94,23836.219,15048.727,13298.87,12271.783,15911.316,28928.805,17669.322,9990.187,60702.336,6654.0703,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"1145_553.335_2.137",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,16793.242,3766,3766,3766,26221.467,3766,3766,29180.22,3766,3766,3766,3766,23456.035,3766,15949.608,10273.28
"1146_251.175_2.141",3766,3766,3766,77537.64,66368.73,84439.29,81225.03,71252.74,80484.64,131798.22,71999.42,94140.93,58164.008,147869.23,101578.26,144248.67,105278.47,110475.72,103934.875,151721.89,162917.97,129358.41,160724.2,103579.734,165707.61,145136.38,131554.7,151146.81,191471.19,307508.47,213568.64,230514.64,229173.81,300482.5,253283.55,262754.56,326189.5,285957.7,344289.12,336139.72
"1148_169.093_2.166",3766,3766,3766,5043.132,7696.498,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,6572.623,3766,3766,3766,3769.0698,3766,3766,3766,3766,3766,3766,4886.8994,3766,3770.6145,5112.626,3766,6289.8906,5993.259,3766,3766,5263.5083,3766,6727.192,3766
"1149_273.157_2.141",3766,3766,3766,3766,3766,3766,3766,10507.537,3766,26319.797,3766,8482.571,5603.5117,37997.02,21808.121,34078.387,12791.486,9225.065,23308.66,49002.996,54730.89,28110.38,48684.645,29187.098,49060.344,25014.666,48755.14,22257.926,23843.53,65042.234,31388.225,26754.861,36382.688,69281.734,55198.473,71945.266,84665.34,60569.484,109750.2,102854.84
"1152_277.168_2.14",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,15421.187,3766,3766,3766,13016.2,3766,3766,27420.703,3766,3766,3766,3766,16386.828,3766,3766,3766
"1153_336.145_2.143",3766,3766,3766,7100.092,6227.3965,7811.632,4925.466,5231.6704,6521.965,8378.897,6811.818,8729.84,3766,9777.754,9377.524,8792.697,8735.816,8905.354,9193.884,8371.042,8503.626,3766,8047.251,5266.8706,9174.411,5036.9844,5150.0728,9295.353,8937.232,9422.425,8648.284,9230.887,6797.4023,10327.517,10586.5625,11177.127,8238.791,9561.741,12278.486,8141.8105
"1156_267.112_2.151",3766,3766,3766,8673.786,11552.714,11737.482,11013.505,13637.865,12100.208,16230.937,3766,35615.1,7035.2656,68356.48,28021.549,62399.45,19081.75,32395.785,80464.99,23528.936,29925.453,74556.53,29895.887,37579.293,35879.7,33668.113,38620.9,37893.9,32202.764,31528.629,19963.146,24009.453,29628.139,27289.373,26856.387,5650.9194,6958.074,29712.621,3766,6918.607
"1157_189.102_2.153",3766,3766,3766,24875.025,24315.34,26341.828,25012.246,15076.415,24322.941,23790.797,24234.35,24079.627,12346.057,26863.402,25754.64,27016.633,28230.285,28146.633,27269.75,21146.613,22273.291,24683.662,27287.674,27127.8,22751.207,22544.957,25900.98,23950.129,26374.594,32094.576,24050.904,25826.473,28132.137,28466.541,32460.955,38205.773,37901.13,28948.477,38600.33,36234.19
"1159_217.097_2.155",3766,3766,3766,98454.66,100368.07,96666.35,99269.89,63620.16,100705.83,98869.87,108779.13,106820.43,47065.984,108971.52,107868.99,106818.55,110853.26,112307.21,107423.74,105382.56,104113.94,99889.02,107102.14,100656.72,109119.24,98260.195,119890.36,99058.445,128791.6,152763.4,106985.24,111730.266,111539.63,143410.19,183399.92,194255.83,198087.03,137486.64,192413.05,206963.42
"1161_282.123_2.158",3766,3766,3766,347383.28,328992,369748.16,338717.1,269942.5,355365.53,426515.03,377085.78,427966.1,220976.12,424838.62,390180.34,430147.56,429754.2,444337.78,260883.75,420058.78,383573.38,408989.06,391428.38,151986.81,404757.4,355328.44,75707.19,371470.8,14919.94,16528.521,9113.326,14056.02,16912.428,16156.764,8810.623,22086.562,19861.244,16444.787,20098.926,23554.14
"1167_200.09_2.162",3766,3766,3766,57931.81,59337.18,53503.848,59169.17,34609.867,54069.027,21267.621,52002.69,51265.992,25225.057,51974.492,55284.9,47990.426,55376.316,47069.33,56902.617,48488.918,52980.434,50148.355,53639.793,45941.44,51834.938,53809.95,48966.6,48497.55,43605.99,49629.465,62218.273,71790.21,63091.785,48914.54,45102.88,18700.68,20164.254,51826.473,22682.066,24559.39
"1168_199.087_2.163",3766,3766,3766,515133.34,526615.06,510190.1,534131.1,314315.34,514360.28,469378.25,553495.56,506377.4,236433.55,497168,497017.9,499517.72,503275.94,509643.06,485429.12,501939.56,469311.53,482686.2,482960.75,442269.53,482464.8,484772.3,517053.16,501780.56,438634.53,455346.4,549064.1,579829.6,570588,480213.28,424347.8,259005.53,238321.23,456168.44,252367.52,246769.98
"1170_169.059_2.168",3766,3766,3766,3766,3766,4071.5935,7673.799,3766,7176.8535,3766,4898.8574,6437.0654,3766,10206.679,10221.386,3766,3766,3766,3766,6656.9854,3766,3766,4579.8545,3766,5983.3027,3766,3766,3766,4451.114,3766,3766,6014.1445,7332.0845,5181.4194,3766,3766,6675.827,6184.5054,5353.874,3766
"1171_300.134_2.166",3766,3766,3766,134788.86,132952.08,129335.63,134135.36,92216.41,122387.734,151815.8,131468.66,143558.88,68346.11,156213.88,185078.88,162486.83,145732.5,152620.73,221470,168523.12,176093.61,152871.22,164027.64,237271.94,176282.56,155172.45,271841.8,168585.61,281011.44,345480.16,298340.28,296559.06,302067.2,313514.16,312875.5,309677.34,331005.72,299642.56,349055.3,345477.38
"1172_328.071_2.188",3766,3766,3766,3766,3766,7781.333,9482.374,3766,12004.275,3766,3766,11396.319,4716.5825,3766,7365.287,3779.539,3766,6456.939,3766,4811.286,3766,3766,3766,10869.588,3766,3766,3766,3766,5546.324,3766,4234.0854,3766,3766,3766,3766,3766,4124.35,4519.861,3766,4062.2573
"1173_169.076_2.168",3766,3766,3766,3489075.8,3440113.8,3393487.8,3461643,2178596.2,3401209.5,3060999.5,3687355.2,3436023.8,1700589,3353939.8,3284102.8,3331803,3284548.8,3316494.8,3122778.5,3236280,3054266,3187094,3208314,2651131.2,3213378.8,3041689,3163362,3135035.8,2810199,3453352,3147441.8,3302849.8,3323548.2,3414713.8,3053549,2815846,3358776,3271759.2,3437234.2,3464604.8
"1174_233.127_2.175",3766,3766,3766,3766,3766,3766,5766.8164,3766,5579.7417,3766,3766,4766.1406,3766,11292.65,10872.951,7886.2456,8444.864,3766,10818.599,8806.333,3766,11177.632,10537.846,3971.583,4111.417,3766,3766,3766,4546.5356,3766,5132.9863,6069.5947,10751.787,16360.059,13853.051,17903.383,14992.946,15057.583,15337.727,20766.176
"1182_223.106_2.222",3766,3766,3766,9606.092,24278.525,29666.312,9666.893,37297.637,38689.855,36752.684,37218.82,66337.57,24423.79,57952.06,36459.4,26697.857,52967.938,46665.99,110211.82,73068.3,62295.996,53261.477,68369.42,35596.043,83461.9,37709.242,76910.195,38634.08,8734.131,4762.0063,3766,16297.719,3766,14851.2295,20228.6,20671.213,15853.889,16968.336,3766,5863.028
"1184_377.145_2.179",3766,3766,3766,22024.957,19586.783,23363.234,21800.953,21796.025,19330.336,23464.748,17072.434,21711.705,16564.762,22569.262,23810.07,22814.654,21630.723,21629.328,21689.99,21200.186,17944.957,18599.41,21129.016,13588.955,20961.781,16018.215,24227.758,15254.845,14808.712,3766,7537.009,8037.742,9051.438,4425.3276,3766,3766,3766,6010.1143,3766,3766
"1186_360.193_2.192",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"1191_229.134_2.181",3766,3766,3766,34472.348,29289.656,40330.754,23236.434,18296.203,37882.69,38773.965,30351.707,31906.938,4848.932,31935.537,27844.309,35771.535,33566.664,44277.414,34892.984,34654.41,43969.676,27368.635,48544.79,44545.633,42861.258,34857.574,49530.543,41190.062,95628.87,159741.6,99418.16,88796.29,85541.47,157137.69,160353.6,204015.97,250828.94,151227.52,279640.47,261117.78
"1193_211.125_2.188",3766,3766,3766,48110.746,272943.38,78069.67,57471.617,39746.652,99653.77,197137.06,211455.11,164738.22,103007.97,245512.52,28855.863,116916.46,184670.28,21817.055,53772.23,34314.887,57602.266,32920.484,193227.55,49790.133,72642.62,24738.008,43175.723,156130.42,29046.424,140604.44,26439.523,29850.047,22736.436,53321.04,201132.89,38923.816,177957.06,78078.42,343388.78,159056.7
"1195_309.092_2.186",3766,3766,3766,26588.127,26472.37,4982.4307,8946.895,3766,22637.26,20932.441,24082.371,13642.186,15357.381,3766,4646.422,5745.023,11716.909,14152.258,3766,3766,3766,8795.466,13433.238,12734.199,7759.066,9200.741,3766,3766,3766,4349.834,3766,3766,3766,3766,9671.335,9442.385,7333.0273,7854.2266,4276.2305,3766
"1196_363.1_2.184",3766,3766,3766,3766,8332.279,3766,5775.74,3766,7468.092,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"1199_538.208_2.19",3766,3766,3766,12084.45,13681.21,14147.517,5786.144,4224.0527,12131.291,7783.342,11818.631,6870.485,3766,5581.838,9928.257,3766,5266.573,12034.864,14790.326,10633.897,6153.812,4923.145,12102.26,12004.552,3766,3766,3766,3766,3766,3766,6880.864,5609.7783,3766,5266.6035,5351.613,3766,3766,3766,5355.126,9959.064
"1213_213.15_2.194",3766,3766,3766,484790.06,469591.8,457543.78,474224.56,312119.2,452647.12,487871.5,468629.03,500736.25,242664.11,510744.6,488646.1,493907.56,492442.3,511088.16,506372.3,504792.1,479093.12,489390.9,525272.6,504151.94,535647.94,456942.8,541394.7,469428.72,458746.22,537682.75,475633.97,472294.84,489946.3,506668.6,554691.3,531238.56,569308.56,508638.47,527699.25,583278.56
"1214_489.255_2.192",3766,3766,3766,29028.836,3766,14090.619,21461.88,13739.299,22532.023,14875.064,18570.904,34514.35,7247.077,3766,9096.428,16610.545,32956.07,34500.434,29169.484,34923.82,34381.867,34817.652,31512.498,6305.328,21533.09,28840.543,28504.512,31964.293,24640.545,12832.056,15336.781,21943.021,25053.785,21310.893,6517.0957,10006.267,34127.53,22374.88,12010.095,37102.625
"1219_332.108_2.187",3766,3766,3766,67267.33,66953.945,66788.97,71960.734,56562.67,69950.914,63598.973,69207.42,64474.05,44630.453,64127.305,65013.63,62736.273,51682.49,64171.504,63272.32,57270.062,56937.016,63424.56,59663.008,62012.71,56184.758,45762.582,55482.785,45892.844,51127.707,54474.09,49897.08,49758.21,50082.74,54137.824,23782.695,57879.95,60839.793,52225.227,38211.613,62441.703
"1223_360.103_2.188",3766,3766,3766,50748.17,47735.695,45728.78,51930.273,39135.246,52563.9,50702.24,55013.375,50041.645,33455.883,49791.82,50295.12,49236.72,53052.31,51303.54,45574.73,48453.695,42913.035,47635.773,47918.754,46426.812,47224.82,27998.195,46267.17,28097.195,29973.94,40576.36,31332.582,30837.988,34602.055,3766,36313.58,39789.11,36564.902,30472.074,38109.15,42692.13
"1224_175.081_2.188",3766,3766,3766,103587.56,106078.89,112922.45,102009.54,112878.35,91452.37,127323.34,119518.72,120988.44,98069.29,141411.81,108783.01,129960.25,128613.82,126886.23,130917.945,142003.78,144576.3,144295.66,136023.69,132843.88,112365.805,135093.7,142523.19,126780.84,142515.06,143776.86,140057.78,136818.6,135878.81,143458.62,158966.75,156927.2,162038.34,145089.56,123796.38,134590.23
"1225_521.205_2.189",3766,3766,3766,16202.533,4751.562,4646.1494,11275.31,4388.5757,11047.836,6387.0728,7962.2427,11308.451,3766,20796.262,15662.125,8140.468,3766,15407.54,20969.486,18018.578,9339.005,18625.316,19122.701,15706.653,18249.24,10823.9795,13615.287,4810.017,3766,15754.192,11232.814,10897.85,3766,16682.914,14584.723,7759.534,19657.35,12617.79,18894.045,19234.059
"1226_250.63_2.194",3766,3766,3766,3766,3766,3766,3766,4471.2915,3766,4511.0815,3766,3766,3766,5921.7905,3766,7067.2705,3766,3766,3766,9566.371,3766,3766,3766,3766,8472.367,7061.053,3766,3766,17647.62,3766,7039.574,3766,3766,3766,3766,4612.3574,3766,8283.523,5309.6426,5476.5586
"1227_421.28_2.189",3766,3766,3766,72748.61,77450.81,77702.33,71328.266,34498.035,74330.55,75113.21,74308.86,73756.71,20480.893,84602.79,84930.29,76089.25,82253.58,80645.12,86772.8,82887.11,77782.1,69983.5,86708.1,78260.35,82154.15,77911.19,94896.71,80723.234,76438.516,97387.2,67065.27,75727.164,74945.03,82145.375,89643.71,88377.36,102115.766,79486.46,117512.05,107904.26
"1228_211.163_2.191",3766,3766,3766,35254.305,19537.264,100943.91,96996.68,148908.03,75212.83,130263.875,35759.203,76742.07,29269.248,135958.78,42391.883,313621.78,48802.113,126821.49,26036.545,283337.3,299518.47,70012.016,65447.316,281391.3,171436.06,166789.53,189879.5,118756.07,311510.66,80301.42,97738.766,84393.445,91903.65,106404.42,131356.19,204689.44,91126.945,309517.12,31962.3,106788.42
"1229_259.637_2.189",3766,3766,3766,51453.426,48533.27,56397.81,59943.316,43318.35,59992.42,61562.375,56699.035,69220.81,37008.867,65934.44,66880.23,68551.79,67272.69,65279.766,68582.734,70902.39,76960.21,65745.47,70766.664,67964.44,77165.46,54679.973,74976.3,64275.344,62786.883,75389.72,68973.68,70671.08,70408.99,69831.72,78320.21,83221.93,81148.6,71604.836,79170.65,88922.37
"1230_312.149_2.19",3766,3766,3766,52607.98,57078.664,50447.4,52553.67,37746.8,49331.38,47674.473,49900.72,54426.492,32420.031,45205.69,46924.035,43984.996,55111.73,52084.32,48923.867,47769.703,42273.273,49055.33,47639.76,49284.383,48969.504,40139.152,46346.875,39721.676,40375.867,45010.82,43586.4,49624.23,46586.984,47370.426,50474.953,50874.473,42026.84,48900.5,50044.59,54021.844
"1231_363.174_2.184",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,21765.947,5103.3237,3766,3766,3766,4701.477,60482.96,58708.996,14544.894,11671.883,6184.6895,4387.8735
"1232_320.145_2.19",3766,3766,3766,42499.582,43810.82,43201.508,43454.082,34124.938,42515.85,51933.785,51858.965,50270.61,29001.668,51279.65,52075.445,42942.168,46760.91,49978.17,47367.457,49747.574,47703.496,51276.926,51910.145,43357.223,51700.06,40079.734,55643.01,38596.957,41451.08,46321.87,42726.08,50912.73,45041.758,48304.14,55439.38,59131.746,55327.926,51934.06,61824.484,49807.27
