"","DOM_Interlab-LCMS_Lab15_A_Pos_MS2_rep1.mzML","DOM_Interlab-LCMS_Lab15_A_Pos_MS2_rep2.mzML","DOM_Interlab-LCMS_Lab15_A_Pos_MS2_rep3.mzML","DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep1.mzML","DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep2.mzML","DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep3.mzML","DOM_Interlab-LCMS_Lab15_A45M_Pos_MS2_rep1.mzML","DOM_Interlab-LCMS_Lab15_A45M_Pos_MS2_rep2.mzML","DOM_Interlab-LCMS_Lab15_A45M_Pos_MS2_rep3.mzML","DOM_Interlab-LCMS_Lab15_A5M_Pos_MS2_rep1.mzML","DOM_Interlab-LCMS_Lab15_A5M_Pos_MS2_rep2.mzML","DOM_Interlab-LCMS_Lab15_A5M_Pos_MS2_rep3.mzML","DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep1.mzML","DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep2.mzML","DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep3.mzML"
"491_338.181_1.263",8115,8115,8115,261462.38,259521.81,272080.47,272134.84,268077.94,239797.69,276674.75,233239.75,228937.16,330735.28,234500.69,237384.83
"127_338.181_0.806",8115,8115,8115,121225.266,130609.766,134135.45,105070.02,120411.4,111378.66,98192.414,95010.16,120343.67,90705.09,103801.34,107488.23
"345_338.181_1.026",8115,8115,8115,91212.92,129992.34,131756.03,125461.836,108187.16,81148.414,64603.62,75822.34,120721.66,123468.79,63287.105,66357.24
"19639_338.214_8.279",8115,8115,8115,54705.273,65120.957,60397.605,18690.346,23325.598,34399.41,53935.918,61659.855,62525.59,37973.14,51133.133,49993.992
"19338_339.144_8.189",8115,8115,8115,224530.19,295868.12,219317.73,155443.45,291372.12,229384.16,174613.61,179949.06,160280.77,111258.836,168288.08,170867.6
"1636_339.155_5.086",8115,8115,8115,202930.39,281942.56,201497.31,515936.06,250880.03,510106.56,158230.61,96203.93,153209.42,98051.82,204489.61,158180.73
"1163_339.155_4.788",8115,8115,8115,134061.62,155460.72,174279.88,142614.2,140728.05,139330.95,115943.77,112059.055,130638.984,127457.74,95224.41,87712.86
"1946_339.155_5.225",43038.62,41337.55,38095.336,602667.94,330069.44,665112.7,799038.94,1255763.2,763680.94,499514.38,178546.81,442230.16,180638.34,146159.78,366729.12
"3027_339.155_5.567",8115,8115,8115,129989.41,147462.7,154469.98,281659.97,450241.84,530623.5,315227,17985.219,156256.66,55974.117,67651.195,18032.332
"1003_339.155_4.603",8115,8115,8115,378368.06,219857.67,103065.54,405116.34,444871,347342.4,456091.38,194517.53,391058.75,169200.89,216218.78,215899.9
"4228_339.155_5.792",8115,8115,8115,101310.9,94134.516,191075.56,153206.52,173879.47,185117.58,147014.88,148485.39,140145.12,139971.44,140147.16,154668.11
"6370_339.156_6.231",8115,8115,8115,188507.11,99462.97,126191.69,142256.25,204483.39,291947.38,50841.008,114069.41,66709.95,67444.58,74457.26,113441.92
"732_339.167_3.358",8115,8115,8115,119071.9,122244.23,119996.93,64809.86,65473.625,74490.93,143424.89,144127.77,145769.36,148301.62,154949.22,153679
"806_339.167_4.196",8115,8115,8115,47425.816,45112.133,43103.426,22214.605,24709.137,28444.91,60356.797,54665.64,56417.36,64527.242,59867.168,60374.812
"4657_339.192_5.937",8115,8115,8115,1134233.1,1106708.5,1011193.4,978257.7,934461.5,992244.44,729361.7,840409.2,806030.7,647656.6,690632.5,663830.94
"4358_339.203_5.877",8115,8115,8115,35201.57,29697.613,31365.697,33287.63,38244.793,37740.87,20217.986,25513.75,26517.887,23385.418,25739.072,25600.13
"34632_339.215_11.857",8115,8115,8115,93026.41,138135.72,118228.4,182034.23,144434.42,126229.61,106505.555,73779.945,159304.55,100921.79,140085.39,103368.33
"36521_339.253_12.51",9572.512,8115,8115,76141.47,86141.66,84972.31,660567.2,152952.39,170657,67114.266,67572.25,64868.047,88097.22,63330.46,84388.76
"38402_339.253_13.102",13919.6,13917.067,16699.338,92257.41,83098.586,89457.9,282448.94,320165.7,261930.94,35657.707,58250.94,51527.613,49862.16,54938.402,46148.605
"39093_339.253_13.523",8115,8115,8115,13224.427,15191.316,14743.846,687436.9,754329.3,718923.2,8115,8115,8115,8115,8115,8115
"38065_339.253_12.977",20592.188,21523.146,21626.479,52418.844,103470.76,103058.06,338438.22,282490.8,393259.75,33788.996,54207.188,63707.44,66471.09,50817.56,60821.43
"37356_339.253_12.741",8115,8115,8115,138812.08,110086.34,116772.21,270399.2,270804.22,269526.5,82452.2,96972.734,108196.875,77261.766,101694.14,82931.625
"34775_339.254_11.915",8115,8115,8115,23734.719,32807.12,25681.719,190182.77,166848.05,191362.3,21838.957,22949.354,11897.458,19052.008,20040.023,8115
"39710_339.289_15.116",8115,36877.07,8115,8115,8115,8115,8115,8115,8115,8115,8115,8115,8115,100201.7,8115
"36977_339.289_12.64",455473.22,488741.2,443965.3,108644.95,142776.47,107527.78,17134.3,15230.085,22369.32,21100.594,49250.094,60348.13,33654.75,21404.06,20397.588
"34489_339.289_11.788",54867.117,57565.453,45253.777,11037.422,8115,8115,8115,8115,8115,8115,8115,8115,8115,8115,8115
"36442_339.289_12.485",278059.2,316152.38,235551.48,81718.234,73659.51,69850.695,13259.522,23669.49,17839.975,38039.938,38466.316,36584.914,24472.781,14307.423,9541.562
"39817_339.29_15.786",66760.27,70321.21,64006.086,8115,8115,8115,8115,8115,8115,8115,8115,8115,8115,8115,8115
"13958_340.138_7.432",8115,8115,8115,105379.47,167088.78,136077.12,148824.95,183943.94,223396.75,103427.45,88584.66,83421.836,132303.11,58081.793,103103.02
"12451_340.139_7.188",8115,8115,8115,143192.66,71704.78,92253.08,159891.3,63174.5,107884.35,101884.08,95344.16,121527.555,117975.04,115270.53,75858.516
"9897_340.139_6.871",8115,8115,8115,175581.7,100448.79,167329.88,112486.34,140534.88,192927.97,138205.28,24292.832,27438.5,135435.3,141648.34,60900.03
"10960_340.139_6.986",8115,8115,8115,165805.4,167540,95154.125,1068398.5,304155.5,509364.62,32853.918,63626.312,257436.84,201252.05,85353.336,227839
"8631_340.139_6.641",8115,8115,8115,624193.4,382162.38,256151.7,185701,623434.9,358674.6,953817.94,189795.47,497464.38,1314997,161632.97,1352778.5
"6893_340.139_6.331",8115,8115,8115,105288.11,101857.734,885752.9,184297.88,50486.07,172842.08,152078.89,157284.38,48945.76,149345.7,148893.94,97344.94
"5637_340.139_6.134",8115,8115,8115,907072,1004459.4,168021.66,171347.23,733296.44,481922.9,138800.53,135549.86,498494.8,118572.86,560478.1,155618.34
"5196_340.161_6.055",8115,8115,8115,8660.691,13971.391,9514.873,19840.607,8115,10322.086,26960.018,32807.207,26946.93,25626.992,16177.299,28797.31
"6249_340.161_6.235",8115,8115,8115,52102.664,53161.973,50608,63420.51,77440.18,30438.107,35859.34,34207.586,35809.36,32659.76,27268.69,26754.629
"10484_340.176_6.943",8115,8115,8115,1585480.1,1641944,1552909.1,1002586.2,987685.4,951112.94,1011302.06,1137017.5,1089540.4,918547,989316.25,1006839.5
"9084_340.176_6.717",8115,8115,8115,73805.664,107812.28,127128.03,82350.45,54586.445,59778.61,87597.22,102762.86,66102.125,123156.28,99402.69,110838.55
"6659_340.176_6.308",8115,8115,8115,300610.1,272502.94,290921.34,251007.94,276334.78,291672.16,257082.8,279448.84,212085.23,206909.45,206327.1,197221.05
"5273_340.176_6.069",8115,8115,8115,215985.11,212349.34,253325.11,267921.44,355802.97,284849.16,154688.31,188593.23,170926.75,178342.53,167270.67,161230.78
"7752_340.176_6.425",8115,8115,8115,489447.44,488326.38,493811.12,256369.5,265149.97,316186.2,381274.8,405576.88,399657.8,350599.94,416717.03,439556.66
"3836_340.176_5.757",8115,8115,8115,137989.92,566896.8,118640.35,198989.27,323698.34,287964.9,151159.42,60257.664,78098.625,98377.336,140567.75,180258.44
"11491_340.191_7.071",8115,8115,8115,34653.3,38604.832,26740.88,28552.57,14547.784,32440.156,33613.734,40192.08,31956.82,33897.504,37570.65,32012.39
"6908_340.212_6.354",130407.56,130887.08,130603.68,103430.08,83941.125,95145.24,183754.88,167317.81,228508.19,56461.36,55301.74,69500.27,92750.89,71718.266,52700.72
"1475_340.212_5.007",8115,8115,8115,123409.555,109277.57,89986.11,138608.5,199140.64,179024.17,44445.87,89621.59,83518.586,48150.938,81141.98,74079.84
"1896_340.212_5.194",8115,8115,8115,89095.62,108913.89,95273.875,56902.504,54625.902,74454.56,78930.99,80422.516,92088.375,101291.7,98690.77,101390.76
"5670_340.259_6.138",8115,8115,8115,131676.73,147725.42,145469.97,93715.586,109107.49,120227.41,113374.59,120495.59,121149.45,118433.9,131838.14,133895.6
"3644_340.26_5.681",8115,8115,8115,59025.773,31283.443,13226.401,77760.33,110650.05,18119.418,116716.414,28164.494,19239.117,116332.76,22922.824,31198.807
"2704_340.26_5.469",8115,8115,8115,2318097,2385919.8,2271158.8,1781756.4,1358846,1913299.4,2190759,2148960.8,2263259.8,2107077,2123351.8,2235536.5
"264_341.04_0.8",8115,8115,20790.05,8115,8115,8115,68988.51,92123.1,44769.47,8115,8115,8115,8115,8115,8115
"261_341.051_0.752",1504048.2,1715773.2,1756715,147557.61,123233.92,124011.055,573070.25,578140.7,710694.25,31817.98,29497.635,39958.45,8115,8115,8115
"275_341.052_0.856",503169.5,320099.3,310182.34,113321.95,104789.99,49067.363,458226.66,398223.28,501068.75,19580.217,22208.188,15501.352,8115,8115,8115
"379_341.052_1.036",8115,32190.312,41060.066,20856.262,8115,8115,13862.985,20969.104,48003.605,8115,8115,8115,8115,8115,8115
"883_341.135_4.393",8115,8115,8115,53902.89,317354.97,22847.38,50201.18,22333.785,40218.184,50907.63,364153.72,117491.555,48193.99,173703.06,46781.996
"12337_341.159_7.204",21592.113,24391.691,21648.873,17259.566,8115,8115,8115,8906.746,8115,8824.01,8115,9405.684,9921.635,14671.087,8115
"1286_341.17_4.903",8115,8115,8115,129963.95,362076.28,208251.62,160550.17,142539.67,204147.7,84773.96,120397.73,145626.78,177744.45,187786.75,143437.66
"38584_341.249_13.198",8115,8115,8115,31750.275,16673.697,17722.86,35048.727,44994.74,31913.469,15970.015,9756.5,11125.304,8115,8115,8115
"37775_341.267_12.867",97825.25,73909.55,83383.94,877889.94,931158,943870.1,797547.7,925529.75,851731.9,810052.56,738888.3,742780.9,778557.25,682046.9,768844.75
"38086_341.268_12.98",8115,9748.439,8115,9938.303,20056.41,168201.06,613698.94,635862.44,566396.5,82670.35,8115,8115,8115,8115,11454.608
"4019_342.156_5.78",8115,8115,8115,47936.395,53638.438,81974.336,79683.3,48304.3,54166.11,52812.746,94313.89,47195.758,326946.8,87912.97,96348.695
"4400_342.167_5.883",8115,8115,8115,135835.83,118327.99,131197.4,58629.97,55352.367,57337.617,92725.305,88292.555,80830.586,77571.38,89105.164,91309.22
"27413_342.264_9.921",8115,8115,8115,36435.586,48343.336,17590.625,224456.39,127574.766,156358.2,8115,8115,8115,8115,8115,8115
"20082_342.264_8.342",19029.146,22221.084,18733.412,42770.21,37748.547,36467.707,233758.83,216070.16,192961.48,15544.884,12837.211,17633.258,11341.202,15263.805,14741.066
"29295_342.264_10.446",8115,8115,8115,83628.8,85992.016,87465.82,391372.16,382050.28,375484.6,17126.252,18188.777,18415.639,8115,8115,8115
"32465_342.337_11.207",8115,8115,8115,40395.97,49031.055,41668.906,44573.69,46172.96,47315.883,26360.557,28000.443,30289.293,29384.7,30073.955,31856.879
"19565_343.139_8.267",8115,8115,8115,54145.45,15316.6,27251.465,18914.348,86003.35,61589.17,20769.215,19894.904,22312.52,60476.72,34276.94,15447.553
"12566_343.14_7.214",8115,8115,8115,106621.17,59865.84,64977.254,13793.576,69750.37,55873.375,30377.344,27439.76,40779.703,26187.805,69688.41,16448.318
"376_343.15_1.04",8115,8115,8115,56759.68,32476.324,41619.05,48975.867,50664.78,46666.695,30274.283,39820.836,29665.14,29091.744,34382.81,34504.93
"235_343.15_0.811",8115,8115,8115,175397.58,185563.84,185572.4,177562.03,205078.94,268880.62,115079.51,104976.84,134049.02,91017.445,115094.39,114247.28
"470_343.151_1.21",8115,8115,8115,556076.94,470215.5,867867.75,585724.8,546999.4,602669.7,672109.94,352927.28,593036.56,565113.4,373325.94,404519.06
"20064_343.155_8.377",8115,8115,8115,127812.74,185672.22,180991.88,61057.18,103985.74,178660.03,160498.88,1323059.5,141320.17,163707.66,790843.75,162310.8
"22152_343.155_8.69",8115,8115,8115,104717.94,186216.36,1252142.6,178177.06,209604.64,235806.28,144681.22,162160.98,34789.89,159994.8,136082.45,164172.42
"26988_343.189_9.785",8115,8115,8115,278618.34,280213.6,249449.48,31559.637,122813.27,23184.848,242454.8,221902.9,189418.95,167346.06,169185.5,187940.9
"36778_343.248_12.564",8115,8115,8115,80763.79,87526.85,70356.836,96892.58,124721.02,77452.664,69789.51,69912.64,62104.062,67754.055,89111.734,49797.65
"36308_343.248_12.426",8115,8115,8115,63299.99,63889.543,66451.516,40130.047,41215.55,60017.53,30583.371,40000.766,43386.6,68439.32,42731.914,41073.203
"35860_343.248_12.222",8115,8115,8115,107622.83,132813.2,125930.625,132163.95,117116.19,120832.97,64570.484,92774.76,95516.086,83750.805,75394.77,79121.29
"39204_343.267_13.646",8115,8115,8115,73919.09,68486.04,40054.78,28391.566,37314.695,41008.17,22445.201,40772.652,24500.967,8115,8115,8115
"39597_343.267_14.656",8115,8115,8115,41217.574,45940.34,41337.83,58126.445,63751.145,70118.2,22245.533,22312.898,21027.58,8115,8115,8115
"18296_343.271_8.069",8115,8115,8115,43962.547,46923.59,50021.617,50870.33,42566.68,52456.934,46133.215,52087.973,43475.367,47153.4,48619.438,50542.766
"38564_343.284_13.168",8115,8115,8115,61462.11,56578.066,68478.79,1155050.1,1106714.9,1062609.2,8115,8115,8115,8115,8115,8115
"27710_343.296_10.003",8115,8115,8180.786,1257259.8,1258284.9,1249099.4,879059.56,842400.7,856349.5,1032256.4,1038792.06,1074416.6,956141.94,1032306.7,1012671.56
"637_344.133_2.035",8115,8115,8115,46275.625,49339.293,42226.066,45549.63,58815,62105.67,16144.099,25671.107,23707.656,16314.996,19404.12,20073.723
"1081_344.134_4.719",8115,8115,8115,54618.965,39826.74,46516.496,41796.023,40417.42,33597.6,105803.17,79881.08,50842.99,82213.305,38048.824,91143.87
"4816_344.171_5.974",8115,8115,8115,45110.734,25573.06,24560.602,55913.492,50327.02,38075.395,9433.863,33285.7,17047.816,39081.27,13649.17,27691.023
"8698_344.186_6.653",8115,8115,8115,73891.266,68504.29,80249.12,83778.92,56612.344,82794.5,50995.984,59389.63,51637.52,54858.18,53344.965,45742.188
"5049_344.186_6.021",8115,8115,8115,97441.27,69495.48,61233.625,37940.902,63467.55,39148.27,85899.53,71629.77,65736.21,66263.42,66878.22,76114.34
"4206_344.218_5.853",8115,8115,8115,8115,8115,8115,32666.732,30572.256,41137.4,8115,8115,8115,8115,8115,8115
"10356_344.222_6.928",8115,8115,8115,121478.5,136091.36,123961.39,99521.59,116297.63,108992.6,212773.86,153693.56,160876.31,157156.64,157542.78,135435.95
"1522_344.229_5.028",77022.03,78536.2,83834.92,574727.44,620142.06,657801.44,851715.94,766064.5,757873.5,539606,525959.3,452201.75,533539.2,491574.16,514195.97
"9299_344.244_6.723",18908.883,18089.56,8115,250113.97,244733.77,240396.05,8115,8115,18772.172,292055.3,300197.1,292658.97,258199.64,273730.88,276660.44
"7036_344.244_6.391",11330.598,10862.224,17432.504,44051.266,48774.895,49435.516,8115,8115,8115,72403.734,63672.72,66308.49,63791.42,60234.53,59200.277
"25220_344.259_9.334",8115,8115,8115,1163804,1130715.9,1162462.9,1249810.2,1245606.9,1192876.4,854864.1,763815.9,805914.6,880356.25,773237.25,801281.2
"37081_344.28_12.664",8115,8115,8115,53902.895,55643.574,58649.39,132303.02,144024.31,133033.97,50202.203,38972.363,40932.168,35030.04,34799.35,34060.09
"39852_344.331_15.872",105962.53,47122.133,49073.03,24390.566,13968.55,16924.31,88061.62,84935.01,108237.32,8115,11646.609,8115,8115,8115,33918.6
"761_345.131_3.832",8115,8115,8115,59070.324,73228.21,76351.84,35382.645,34942.28,44462.61,55045.168,54565.246,61538.375,54307.188,51158.863,53357.594
"9335_345.145_6.748",8115,8115,8115,48886.918,33166.3,37526.895,19559.463,39208.15,36624.89,16344.137,28947.914,35821.324,35171.695,34889.098,46446.438
"613_345.166_1.799",8115,8115,8115,35472.02,35474.344,34992.957,63494.63,72287.31,72814.305,24350.607,23027.97,23789.77,21380.129,24577.895,23762.873
"22414_345.17_8.719",8115,8115,8115,54872.78,231952.2,113270.95,202439.12,104345.45,210901.08,210588.34,152415.61,203869.1,29375.824,1070656,417965.75
"28058_345.17_10.094",8115,8115,8115,191736.84,211888.16,119916.625,283477.3,1555135.8,209083.6,165279.98,167550.72,170613.92,174267.28,179247.78,183690.61
"25742_345.17_9.465",8115,8115,8115,210623.06,228962.56,228173,294962.7,292691.94,281182.2,206403.38,196663.77,185047.33,179795.97,494466.2,205678.72
"21172_345.17_8.516",8115,8115,8115,230363.97,195059.58,148292.92,164973.52,226820.25,233576.88,1376682.5,137062.08,208855.97,204885.06,99558.32,190760.55
"31950_345.204_11.073",68693.375,72411.16,66275.81,8115,8115,8115,56014.836,16283.875,37510.24,8115,8115,8115,8115,8115,8115
"30325_345.205_10.673",31839.047,33365.992,34164.453,8115,10540.057,9501.509,11238.426,10395.469,10848.418,8711.434,16569.996,8142.3765,25671.123,10218.244,8115
"37148_345.204_12.685",77461.64,79179.36,96563.336,317951.97,393470.88,311457.88,687436.75,654868.56,625259,107223.55,94804.016,93085.19,29677.977,32238.824,38226.875
"1524_345.232_5.028",9950.852,10212.137,12142.634,85883.19,96631.78,96452.36,124504.26,114555.03,106795.47,75918.15,65250.242,75683.914,58475.46,69107.69,81462.11
"5061_346.202_6.025",8115,8115,8115,304073.38,217229.36,182590.78,180708.56,43432.613,184669.55,152535.94,214487,168770.75,119364.47,76713.55,205384.5
"24386_346.205_9.129",8115,8115,8115,183130.77,195061.38,182539.78,108246.45,102099.1,107582.02,128801.82,121622.664,133795.62,110290.086,113746.695,124030.42
"26864_346.205_9.748",8115,8115,8115,90144.07,96390.984,83992.66,8115,8115,8296.761,77212.34,77628.445,77024.414,67831.96,73536.76,67321.586
"30410_346.222_10.687",8115,8115,8115,64095.79,79017.4,72666.16,61469.586,52617.02,52378.285,59509.73,50601.03,54508.105,46548.957,44110.844,49719.555
"35368_346.258_12.115",8115,8115,8115,75083.35,77798.516,73493.695,57629.09,91512.57,77061.59,83477.53,57680.7,78549.875,73677.73,64334.766,58982.473
"15461_346.259_7.64",24403.68,8115,31812.791,40787.28,36067.79,40608,75165.45,75177.37,71765.21,29560.268,32571.627,27383.773,36854.266,39085.42,43600.76
"35054_346.259_11.921",8227.816,8115,8115,296467.25,327793.38,328418.72,265585.3,284543.62,316244.22,209240.8,229742.11,412287.56,200268.92,323773.06,220462.17
"35778_346.259_12.269",8115,8115,8115,152507.8,168956.78,145569.08,138750.61,137125.53,133514,112419.016,126874.97,100031.09,125160.4,93027.51,100998.84
"16692_346.259_7.835",290256.34,279338.22,282530.16,19889.969,23301.607,21032.871,39912.9,37287.062,24619.832,8115,8115,8115,8115,8115,8115
"35171_346.274_12.047",45064.84,42924.676,45381.598,8115,10863.567,9331.655,27990.707,30574.738,29395.705,8115,8115,8115,8115,8115,8115
"38581_346.274_13.174",535542,639869.94,1106823.2,225899.97,181090.73,154803.9,553434.3,674772.5,753226.1,50714.87,42493.957,28085.895,8115,8115,8115
"39307_346.274_13.816",55609.742,70704.38,94733.08,8115,8115,8115,25962.928,26396.514,24567.004,8115,8115,8115,8115,8115,8115
"29839_346.274_10.573",37220.613,37643.523,38178.395,8115,8115,12747.187,34228.812,41623.086,34171.535,8115,8115,8115,8115,8115,8115
"38701_346.285_13.244",27288.691,28416.72,29934.32,8115,8115,8115,8115,14269.835,8115,8115,8115,8115,8115,8115,8115
"795_347.088_4.126",8115,8115,8115,29602.588,32817.914,29160.475,8115,8115,8115,24107.04,28394.316,29279.568,23321.363,28275.723,32145.9
"506_347.096_1.322",8115,8115,8115,27982.328,97956.086,82760.09,35253.46,36644.023,117578.3,13586.493,17821.105,46441.25,8990.6,32216.28,31137.465
"511_347.132_1.339",8115,8115,8115,34908.855,150361.81,146964.06,36125.266,33405.996,128509.28,22139.318,21103.107,116585.016,15485.27,44856.066,65837.74
"426_347.132_1.049",8115,8115,8115,34880.38,22282.883,17865.768,8115,10187.304,8115,10818.934,32861.695,15956.906,10942.04,19012.191,19323.104
"174_347.145_0.823",8115,8115,8115,1371122.8,1214819.6,1280573.4,1427246.2,1288139.9,1270530.9,1313407.1,966363.56,415244.75,256701.97,1659619.2,535156.6
"339_347.145_1.024",8115,8115,8115,527555.75,1658272.5,1575859.2,1132771.1,1611793.5,430929.06,1783043.2,1321758.5,1652418.6,1631956.2,394739.25,387132.16
"473_347.146_1.174",8115,8115,8115,382455.28,135626.7,8115,231037.23,208890.3,139273.81,8115,148742.11,44893.04,8115,8115,117752.34
"15320_347.149_7.624",8115,8115,8115,230265.94,272043,256844.4,272835.4,229185.4,260681.86,185874.33,250690.84,189905.36,234164.14,2622984,242021.67
"22791_347.149_8.79",8115,8115,8115,267224.4,525803.3,267360.1,236718.38,315637.7,333296.4,150309.78,225686.11,227577.92,225900.58,224480.97,226884.81
"24079_347.149_9.043",8115,8115,8115,202245.64,246194.47,236369.98,334518.94,2336559.5,329667.25,207134.02,229555.81,224950.92,209448.39,204600.2,581702.75
"18289_347.149_8.06",8115,8115,8115,1513521.6,231984.88,266002.9,300681.8,246066.02,240791.17,203955.4,238499.67,253469.53,175957.16,244056.34,217164.9
"25474_347.149_9.382",8115,8115,8115,149584.31,107423.95,212564.22,189232.6,277983.38,547300.3,120864.48,170744.77,155198.56,164351.55,142329.8,113246.055
"20256_347.149_8.355",8115,8115,8115,315547.34,1524888.9,271070.16,286803.44,281898.1,331585.06,245175.89,212562.69,133122.45,236323,209775.14,183596.72
"17144_347.149_7.915",8115,8115,8115,279195.34,273587.44,1069132.4,227287.66,276571.6,292391.84,251719.7,1102876.1,242903.62,259553.86,238876.98,246917.78
